ID,target
000137c73,4629462.396431259
00021489f,4629462.396431259
0004d7953,4868030.8362385295
00056a333,10339810.88868025
00056d8eb,4629462.396431259
0005fc190,4644951.455869385
000787e86,4629462.396431259
0008510a0,4629462.396431259
000895faf,4629462.396431259
000986fba,6287022.1137956185
0009efcc5,4759685.7550127525
000dd8f00,4629462.396431259
000e1cdc2,4629462.396431259
00103739c,4629462.396431259
00134b367,4629462.396431259
001788d0d,5483572.572127026
0019c8ad7,5507857.67211527
001a267b9,4629462.396431259
001a85486,4685150.44965844
001c4de06,4629462.396431259
001f9014b,4629462.396431259
00216fb94,4629462.396431259
00235690e,5115272.700970488
00240739d,4629462.396431259
0024c3747,4629462.396431259
00297052d,4629462.396431259
002ab8f85,4629462.396431259
002bed5c0,4629462.396431259
002bf3974,5605473.601956123
002d23a26,4634388.04690494
002f27de9,4629462.396431259
0030d8bb4,5896207.327741967
003146acd,4629462.396431259
003223263,5774776.737265232
00335575e,9675117.280638248
00337cf9d,7862995.349614292
003394397,4629462.396431259
0036358a3,4629462.396431259
003770d30,4629462.396431259
003bed5ea,4629462.396431259
003ea6427,5842174.825953708
003ef8132,4629462.396431259
003fd1723,4812944.479259182
0041861b4,5044567.623679128
0042b718b,4722321.600280486
004381d8f,4668386.472683118
0043ca764,4629462.396431259
004486837,6454565.342515119
0045c123e,5303215.964297273
0048915c6,4629462.396431259
004ab9a09,5381889.541527427
004b2e1c9,8155918.42491786
004c54732,4827901.515316842
004cdefce,4629462.396431259
004dd971b,5992039.829225046
004f9329b,4629462.396431259
004fd2bca,4888036.648122152
0054bfedb,6123874.68865436
0054ec58a,4651923.464503139
00551f45d,12688556.532123834
005777b4c,4724453.198225731
00578d6ea,4629462.396431259
005802488,4629462.396431259
0059833b6,4629462.396431259
005a70085,4629462.396431259
005b148a0,4629462.396431259
005c28df4,5674334.766428118
005f8dc26,4629462.396431259
00603c202,13131556.757405763
006049609,4629462.396431259
00612f47e,4629462.396431259
00647a57f,4629462.396431259
0065853ee,4629462.396431259
006589d5e,4633308.346740998
006598823,4629462.396431259
0065c093c,6396126.610076036
006738351,4750995.170285208
006a0c6a8,5731582.222530359
006e9efe6,4629462.396431259
006f029d3,4629462.396431259
0070f35a2,4630172.191193471
007135f85,4629462.396431259
007285433,5774197.923478854
00735e101,4771558.992740123
0074ecf4e,4629462.396431259
007635fa9,4865709.484582269
007723613,4629462.396431259
007867da9,4629462.396431259
0078bfbd6,4726519.005082246
0078ce229,4629462.396431259
007a89d50,4629462.396431259
007d43dfa,4629462.396431259
007ee9e05,4646736.543376402
007ffeae2,4629462.396431259
00835c85c,4629462.396431259
0084b08f1,4629462.396431259
0087fb290,4629462.396431259
0088a96bd,5492030.178599843
008ac4292,5110694.44751386
008d8cca8,4629462.396431259
008e07b8c,4629462.396431259
008e5e25a,5481826.006303996
0094edcdb,5669826.60356667
00950141c,4629462.396431259
009566ef1,9023060.219137168
0095c81d4,4629462.396431259
0097a6ed4,4639014.29205039
0098fef9a,5212287.240512986
009b321ec,5972558.596551903
009cd681e,4893355.597629399
009f34f86,4629462.396431259
009f35cd3,4629462.396431259
009f65109,6003323.327093729
00a19014a,5813714.653266549
00a27e76a,4713046.631096245
00a3b6ef7,4629462.396431259
00a427603,5437658.406920118
00a6dc8be,4629462.396431259
00a811734,6969632.27977421
00a8f58a7,4629462.396431259
00aaae151,4629462.396431259
00ab17f67,4629462.396431259
00ac2d3a5,4629462.396431259
00adab1b6,4844384.446110314
00aef0d56,4629462.396431259
00b0b06c4,4636616.993475306
00b0e2303,4711342.8124153875
00b1fbbc9,4629760.81953965
00b43e0c1,5668985.292286762
00b7190a8,4629462.396431259
00b722e1b,4629462.396431259
00bba815f,4629462.396431259
00bbb1c42,4629462.396431259
00bc2b665,4629462.396431259
00bc35689,4962712.388483899
00be23f52,6998804.515207984
00be24ac5,4629462.396431259
00bfd0f70,4629462.396431259
00c02f73e,4899679.869575493
00c08e5b3,4635420.838173044
00c8690ff,4696596.310752849
00c8df4d5,8905620.78035617
00c8e30de,4629462.396431259
00ca3fb04,4809990.327936564
00cabf621,4629462.396431259
00cb48ae3,4747472.401274284
00cb6b147,4629462.396431259
00cc91a22,4942649.459589675
00cd65e9d,6321903.592666676
00cd7d6a8,5015031.559554982
00cdc1483,4629462.396431259
00ce9bea5,8345483.045538645
00cea0091,5961361.296919247
00cea68c6,4629462.396431259
00d5a5975,4629462.396431259
00d80a3a4,24261215.210538346
00d9f3864,4669256.364510765
00da4bd31,4629462.396431259
00df4dd77,4629462.396431259
00e1a55bf,4629462.396431259
00e332971,4629462.396431259
00e5b6b1b,4629462.396431259
00e85d5e3,4629462.396431259
00e90abfa,4685895.109446714
00e9708b4,4629462.396431259
00e9c680f,8667873.375869572
00eaa4394,4629462.396431259
00eae8832,7861167.660281083
00ebefdc0,4834765.289349623
00ecbcb1b,5137587.94066062
00ed49382,10654256.98311498
00ed87564,4629462.396431259
00ef96cfd,4643248.569940209
00efe7ca3,4629462.396431259
00f36aa18,4629462.396431259
00f3fb071,4629462.396431259
00f43f548,5841149.748285813
00f4d58ec,4629462.396431259
00f56e106,4629462.396431259
00f84d8c2,4629462.396431259
00f92953b,4629462.396431259
00fa1d469,6061128.195916249
00ff96f49,7062725.738830574
0100ce0d8,5075801.314892548
0102ea9e1,4629462.396431259
0104b3af3,4739826.796641976
010672441,4629462.396431259
010771ca5,4629462.396431259
0108aea9f,4629462.396431259
010a479e1,4629807.871459412
010d0a2dd,6696083.332180291
010e3cea2,4629462.396431259
010e5417b,4629462.396431259
01108a561,4643310.144926623
0110cca98,5556991.8348645335
011449698,4629462.396431259
0114795f0,5550254.039087421
011626c20,8668968.876017021
0117c8f27,4932585.578895648
0117dcb47,11277668.40846363
0118c34be,4683068.093151211
0119efcb9,4629462.396431259
011a58e13,4629462.396431259
011b7902b,13162965.992687957
011ca122e,7105926.175317714
012053244,4632803.132083228
0122a258e,5056861.145571196
0122a4305,4629462.396431259
01230d8ba,4629462.396431259
012414f4e,4629462.396431259
012452125,5184310.77159944
0124529b5,4630543.760855152
012556288,6171756.326946482
01257c24c,4629462.396431259
01258b972,4629462.396431259
0125b64db,4629462.396431259
01295ef92,4629462.396431259
012a2752f,4629462.396431259
012b6ba95,7486721.93339836
012b96b58,5249290.73041242
012e881b9,4629462.396431259
012f25e94,4629462.396431259
012fa70bb,5640257.131057591
01304fc0a,4629462.396431259
013230913,4629462.396431259
01336ceb8,4629462.396431259
0133b85e7,6690949.342966455
0136f8766,4629462.396431259
0137356b9,4629462.396431259
013750184,4692612.147948697
013a3f07c,4629462.396431259
013cc1c13,4629462.396431259
013e96334,5099044.520423763
013fae0b1,4629462.396431259
014076343,4629462.396431259
0140ea0ba,4629462.396431259
0143ee127,4629462.396431259
014461014,5708015.758434319
01446634f,4781308.984082279
014729fb2,6699838.837772626
014749c88,5920294.4556006845
014787fc1,5449643.805647496
014a6143c,4918100.796295339
014af25cd,4674017.520851899
014b5797e,4629462.396431259
014badcb1,4629462.396431259
014c523b1,7403983.874499138
014e55fdb,4629462.396431259
014ea0456,4629462.396431259
0151cc525,4629462.396431259
015409983,4629462.396431259
015411bfe,4629462.396431259
01560b792,4668511.740920884
0157b07da,4641678.244534392
01587bbbc,4629462.396431259
0158ba234,5136142.384360278
01590d52a,13636780.424840398
015a40790,4629462.396431259
015b07817,8301228.443312151
015fc3313,9343652.05605279
01604ee4b,4629462.396431259
016054375,5506114.441735183
01642dec0,4926386.808745792
0166ab5ea,4629462.396431259
016b405be,4629462.396431259
016bdc940,4995743.378311261
016c31d1a,4645751.687579525
016d290da,6714215.911135629
016decdd2,4641481.496027304
016ee1214,4629462.396431259
016efef23,4629462.396431259
016f60448,4629462.396431259
017029678,4637176.617268597
01704d4ca,4631408.723421719
0172638ce,4629462.396431259
0173e6be5,4629462.396431259
0174ed320,5329060.855738614
017623c5c,4629462.396431259
017a4044f,5421636.567546984
017a6c7f9,4629462.396431259
017ae7ac3,4820892.820209119
017b80d83,4629462.396431259
017d9f1a4,5695069.892905305
017e22e34,6904588.718511101
017e9a902,4629462.396431259
0180f14e9,4629462.396431259
018148c57,4884777.343970618
018166b42,4916336.176165079
0181a6d0e,4629462.396431259
018283661,4629462.396431259
